qid,penyakitLabel,gejalaLabel,obatLabel,kategoriLabel,treatmentLabel
Q2076966,cytomegaloviral disease,hepatomegaly,ganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,holoprosencephaly,ganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,coloboma,ganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,parotitis,ganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,pharyngitis,ganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,anemia,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,blindness,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,pulmonary fibrosis,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,fever,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,cataract,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,jaundice,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,tonsillitis,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,hydrocephalus,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,Guillain–Barré syndrome,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,microcephaly,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,thrombocytopenia,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,retinitis,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,rash,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,congenital disorder,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,lymphadenopathy,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,peripheral neuropathy,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,syndactyly,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,hepatomegaly,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,holoprosencephaly,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,coloboma,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,parotitis,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,pharyngitis,valacyclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,anemia,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,blindness,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,pulmonary fibrosis,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,fever,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,cataract,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,jaundice,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,tonsillitis,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,hydrocephalus,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,Guillain–Barré syndrome,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,microcephaly,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,thrombocytopenia,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,retinitis,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,rash,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,congenital disorder,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,lymphadenopathy,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,peripheral neuropathy,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,syndactyly,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,hepatomegaly,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,holoprosencephaly,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,coloboma,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,parotitis,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,pharyngitis,foscarnet,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,anemia,valganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,blindness,valganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,pulmonary fibrosis,valganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,fever,valganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,cataract,valganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,jaundice,valganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,tonsillitis,valganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,hydrocephalus,valganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,Guillain–Barré syndrome,valganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,microcephaly,valganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,thrombocytopenia,valganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,retinitis,valganciclovir,Herpesviridae infectious disease,leflunomide
Q2076966,cytomegaloviral disease,anemia,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,blindness,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,pulmonary fibrosis,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,fever,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,cataract,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,jaundice,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,tonsillitis,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,hydrocephalus,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,Guillain–Barré syndrome,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,microcephaly,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,thrombocytopenia,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,retinitis,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,rash,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,congenital disorder,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,lymphadenopathy,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,peripheral neuropathy,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,syndactyly,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,hepatomegaly,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,holoprosencephaly,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,coloboma,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,parotitis,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,pharyngitis,leflunomide,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,anemia,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,blindness,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,pulmonary fibrosis,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,fever,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,cataract,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,jaundice,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,tonsillitis,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,hydrocephalus,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,Guillain–Barré syndrome,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,microcephaly,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,thrombocytopenia,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,retinitis,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,rash,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,congenital disorder,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,lymphadenopathy,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,peripheral neuropathy,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,syndactyly,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,hepatomegaly,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,holoprosencephaly,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,coloboma,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,parotitis,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,pharyngitis,ganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,anemia,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,blindness,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,pulmonary fibrosis,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,fever,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,cataract,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,jaundice,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,tonsillitis,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,hydrocephalus,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,Guillain–Barré syndrome,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,microcephaly,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,thrombocytopenia,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,retinitis,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,rash,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,congenital disorder,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,lymphadenopathy,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,peripheral neuropathy,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,syndactyly,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,hepatomegaly,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,holoprosencephaly,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,coloboma,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,parotitis,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,pharyngitis,valacyclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,anemia,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,blindness,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,pulmonary fibrosis,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,fever,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,cataract,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,jaundice,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,tonsillitis,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,hydrocephalus,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,Guillain–Barré syndrome,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,microcephaly,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,thrombocytopenia,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,retinitis,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,rash,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,congenital disorder,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,lymphadenopathy,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,peripheral neuropathy,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,syndactyly,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,hepatomegaly,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,holoprosencephaly,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,coloboma,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,parotitis,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,pharyngitis,foscarnet,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,anemia,valganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,blindness,valganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,pulmonary fibrosis,valganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,fever,valganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,cataract,valganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,jaundice,valganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,tonsillitis,valganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,hydrocephalus,valganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,Guillain–Barré syndrome,valganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,microcephaly,valganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,thrombocytopenia,valganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,retinitis,valganciclovir,Herpesviridae infectious disease,ganciclovir
Q2076966,cytomegaloviral disease,anemia,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,blindness,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,pulmonary fibrosis,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,fever,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,cataract,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,jaundice,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,tonsillitis,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,hydrocephalus,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,Guillain–Barré syndrome,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,microcephaly,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,thrombocytopenia,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,retinitis,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,rash,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,congenital disorder,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,lymphadenopathy,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,peripheral neuropathy,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,syndactyly,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,hepatomegaly,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,holoprosencephaly,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,coloboma,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,parotitis,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,pharyngitis,leflunomide,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,anemia,ganciclovir,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,blindness,ganciclovir,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,pulmonary fibrosis,ganciclovir,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,fever,ganciclovir,Herpesviridae infectious disease,valacyclovir
Q12204,tuberculosis,cough,viomycin,endemic disease,4-aminosalicylic acid
Q12204,tuberculosis,fever,viomycin,endemic disease,4-aminosalicylic acid
Q12204,tuberculosis,night sweats,viomycin,endemic disease,4-aminosalicylic acid
Q12204,tuberculosis,hemoptysis,viomycin,endemic disease,4-aminosalicylic acid
Q12204,tuberculosis,chest pain,viomycin,endemic disease,4-aminosalicylic acid
Q12204,tuberculosis,weight loss,viomycin,endemic disease,4-aminosalicylic acid
Q12204,tuberculosis,chills,viomycin,endemic disease,4-aminosalicylic acid
Q12204,tuberculosis,fatigue,viomycin,endemic disease,4-aminosalicylic acid
Q12204,tuberculosis,cough,4-aminosalicylic acid,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fever,4-aminosalicylic acid,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,night sweats,4-aminosalicylic acid,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,hemoptysis,4-aminosalicylic acid,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chest pain,4-aminosalicylic acid,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,weight loss,4-aminosalicylic acid,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chills,4-aminosalicylic acid,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fatigue,4-aminosalicylic acid,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,cough,ethambutol,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fever,ethambutol,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,night sweats,ethambutol,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,hemoptysis,ethambutol,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chest pain,ethambutol,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,weight loss,ethambutol,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chills,ethambutol,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fatigue,ethambutol,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,cough,ethionamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fever,ethionamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,night sweats,ethionamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,hemoptysis,ethionamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chest pain,ethionamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,weight loss,ethionamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chills,ethionamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fatigue,ethionamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,cough,capreomycin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fever,capreomycin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,night sweats,capreomycin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,hemoptysis,capreomycin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chest pain,capreomycin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,weight loss,capreomycin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chills,capreomycin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fatigue,capreomycin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,cough,pyrazinamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fever,pyrazinamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,night sweats,pyrazinamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,hemoptysis,pyrazinamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chest pain,pyrazinamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,weight loss,pyrazinamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chills,pyrazinamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fatigue,pyrazinamide,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,cough,cycloserine,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fever,cycloserine,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,night sweats,cycloserine,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,hemoptysis,cycloserine,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chest pain,cycloserine,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,weight loss,cycloserine,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chills,cycloserine,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fatigue,cycloserine,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,cough,rifampicin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fever,rifampicin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,night sweats,rifampicin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,hemoptysis,rifampicin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chest pain,rifampicin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,weight loss,rifampicin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chills,rifampicin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,fatigue,rifampicin,emerging communicable disease,4-aminosalicylic acid
Q12204,tuberculosis,chest pain,capreomycin,endemic disease,ethambutol
Q12204,tuberculosis,weight loss,capreomycin,endemic disease,ethambutol
Q12204,tuberculosis,chills,capreomycin,endemic disease,ethambutol
Q12204,tuberculosis,fatigue,capreomycin,endemic disease,ethambutol
Q12204,tuberculosis,cough,pyrazinamide,endemic disease,ethambutol
Q12204,tuberculosis,fever,pyrazinamide,endemic disease,ethambutol
Q12204,tuberculosis,night sweats,pyrazinamide,endemic disease,ethambutol
Q12204,tuberculosis,hemoptysis,pyrazinamide,endemic disease,ethambutol
Q12204,tuberculosis,chest pain,pyrazinamide,endemic disease,ethambutol
Q12204,tuberculosis,weight loss,pyrazinamide,endemic disease,ethambutol
Q12204,tuberculosis,chills,pyrazinamide,endemic disease,ethambutol
Q12204,tuberculosis,fatigue,pyrazinamide,endemic disease,ethambutol
Q12204,tuberculosis,cough,cycloserine,endemic disease,ethambutol
Q12204,tuberculosis,fever,cycloserine,endemic disease,ethambutol
Q12204,tuberculosis,night sweats,cycloserine,endemic disease,ethambutol
Q12204,tuberculosis,hemoptysis,cycloserine,endemic disease,ethambutol
Q12204,tuberculosis,chest pain,cycloserine,endemic disease,ethambutol
Q12204,tuberculosis,weight loss,cycloserine,endemic disease,ethambutol
Q12204,tuberculosis,chills,cycloserine,endemic disease,ethambutol
Q12204,tuberculosis,fatigue,cycloserine,endemic disease,ethambutol
Q12204,tuberculosis,cough,rifampicin,endemic disease,ethambutol
Q12204,tuberculosis,fever,rifampicin,endemic disease,ethambutol
Q12204,tuberculosis,night sweats,rifampicin,endemic disease,ethambutol
Q12204,tuberculosis,hemoptysis,rifampicin,endemic disease,ethambutol
Q12204,tuberculosis,chest pain,rifampicin,endemic disease,ethambutol
Q12204,tuberculosis,weight loss,rifampicin,endemic disease,ethambutol
Q12204,tuberculosis,chills,rifampicin,endemic disease,ethambutol
Q12204,tuberculosis,fatigue,rifampicin,endemic disease,ethambutol
Q12204,tuberculosis,cough,isoniazid,endemic disease,ethambutol
Q12204,tuberculosis,fever,isoniazid,endemic disease,ethambutol
Q12204,tuberculosis,night sweats,isoniazid,endemic disease,ethambutol
Q12204,tuberculosis,hemoptysis,isoniazid,endemic disease,ethambutol
Q12204,tuberculosis,chest pain,isoniazid,endemic disease,ethambutol
Q12204,tuberculosis,weight loss,isoniazid,endemic disease,ethambutol
Q12204,tuberculosis,chills,isoniazid,endemic disease,ethambutol
Q12204,tuberculosis,fatigue,isoniazid,endemic disease,ethambutol
Q2076966,cytomegaloviral disease,cataract,ganciclovir,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,jaundice,ganciclovir,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,tonsillitis,ganciclovir,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,hydrocephalus,ganciclovir,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,Guillain–Barré syndrome,ganciclovir,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,microcephaly,ganciclovir,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,thrombocytopenia,ganciclovir,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,retinitis,ganciclovir,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,rash,ganciclovir,Herpesviridae infectious disease,valacyclovir
Q2076966,cytomegaloviral disease,congenital disorder,ganciclovir,Herpesviridae infectious disease,valacyclovir
