qid,obatLabel,penyakitDBpedia,wikidataEntity,penyakitLabel,gejalaLabel,kategoriLabel,treatmentLabel
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,distractibility,disease,venlafaxine
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,disease,venlafaxine
Q181923,guanfacine,,,attention deficit hyperactivity disorder,impulsivity,disease,venlafaxine
Q181923,guanfacine,,,attention deficit hyperactivity disorder,hyperfocus,disease,venlafaxine
Q181923,guanfacine,,,attention deficit hyperactivity disorder,emotional dysregulation,disease,venlafaxine
Q181923,guanfacine,,,attention deficit hyperactivity disorder,executive disfunction,disease,venlafaxine
Q181923,guanfacine,,,attention deficit hyperactivity disorder,distractibility,disease,venlafaxine
Q181923,guanfacine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,disease,venlafaxine
Q181923,lisdexamfetamine,,,attention deficit hyperactivity disorder,impulsivity,disease,venlafaxine
Q181923,lisdexamfetamine,,,attention deficit hyperactivity disorder,hyperfocus,disease,venlafaxine
Q181923,lisdexamfetamine,,,attention deficit hyperactivity disorder,emotional dysregulation,disease,venlafaxine
Q181923,lisdexamfetamine,,,attention deficit hyperactivity disorder,executive disfunction,disease,venlafaxine
Q181923,lisdexamfetamine,,,attention deficit hyperactivity disorder,distractibility,disease,venlafaxine
Q181923,lisdexamfetamine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,disease,venlafaxine
Q181923,pemoline,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,venlafaxine
Q181923,pemoline,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,venlafaxine
Q181923,pemoline,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,venlafaxine
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,venlafaxine
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,venlafaxine
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,venlafaxine
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,venlafaxine
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,venlafaxine
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,venlafaxine
Q181923,desipramine,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,venlafaxine
Q181923,desipramine,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,venlafaxine
Q181923,desipramine,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,venlafaxine
Q181923,desipramine,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,venlafaxine
Q181923,desipramine,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,venlafaxine
Q181923,desipramine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,venlafaxine
Q181923,bupropion,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,venlafaxine
Q181923,bupropion,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,venlafaxine
Q181923,bupropion,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,venlafaxine
Q181923,bupropion,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,venlafaxine
Q181923,bupropion,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,venlafaxine
Q181923,bupropion,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,venlafaxine
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,venlafaxine
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,venlafaxine
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,venlafaxine
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,venlafaxine
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,venlafaxine
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,venlafaxine
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,venlafaxine
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,venlafaxine
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,venlafaxine
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,venlafaxine
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,venlafaxine
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,venlafaxine
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,venlafaxine
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,venlafaxine
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,venlafaxine
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,venlafaxine
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,venlafaxine
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,venlafaxine
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,venlafaxine
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,venlafaxine
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,venlafaxine
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,venlafaxine
Q12204,pyrazinamide,,,tuberculosis,chills,infectious disease,4-aminosalicylic acid
Q12204,pyrazinamide,,,tuberculosis,fatigue,infectious disease,4-aminosalicylic acid
Q12204,cycloserine,,,tuberculosis,cough,infectious disease,4-aminosalicylic acid
Q12204,cycloserine,,,tuberculosis,fever,infectious disease,4-aminosalicylic acid
Q12204,cycloserine,,,tuberculosis,night sweats,infectious disease,4-aminosalicylic acid
Q12204,cycloserine,,,tuberculosis,hemoptysis,infectious disease,4-aminosalicylic acid
Q12204,cycloserine,,,tuberculosis,chest pain,infectious disease,4-aminosalicylic acid
Q12204,cycloserine,,,tuberculosis,weight loss,infectious disease,4-aminosalicylic acid
Q12204,cycloserine,,,tuberculosis,chills,infectious disease,4-aminosalicylic acid
Q12204,cycloserine,,,tuberculosis,fatigue,infectious disease,4-aminosalicylic acid
Q12204,rifampicin,,,tuberculosis,cough,infectious disease,4-aminosalicylic acid
Q12204,rifampicin,,,tuberculosis,fever,infectious disease,4-aminosalicylic acid
Q12204,rifampicin,,,tuberculosis,night sweats,infectious disease,4-aminosalicylic acid
Q12204,rifampicin,,,tuberculosis,hemoptysis,infectious disease,4-aminosalicylic acid
Q12204,rifampicin,,,tuberculosis,chest pain,infectious disease,4-aminosalicylic acid
Q12204,rifampicin,,,tuberculosis,weight loss,infectious disease,4-aminosalicylic acid
Q12204,rifampicin,,,tuberculosis,chills,infectious disease,4-aminosalicylic acid
Q12204,rifampicin,,,tuberculosis,fatigue,infectious disease,4-aminosalicylic acid
Q12204,isoniazid,,,tuberculosis,cough,infectious disease,4-aminosalicylic acid
Q12204,isoniazid,,,tuberculosis,fever,infectious disease,4-aminosalicylic acid
Q12204,isoniazid,,,tuberculosis,night sweats,infectious disease,4-aminosalicylic acid
Q12204,isoniazid,,,tuberculosis,hemoptysis,infectious disease,4-aminosalicylic acid
Q12204,isoniazid,,,tuberculosis,chest pain,infectious disease,4-aminosalicylic acid
Q12204,isoniazid,,,tuberculosis,weight loss,infectious disease,4-aminosalicylic acid
Q12204,isoniazid,,,tuberculosis,chills,infectious disease,4-aminosalicylic acid
Q12204,isoniazid,,,tuberculosis,fatigue,infectious disease,4-aminosalicylic acid
Q12204,viomycin,,,tuberculosis,cough,infectious disease,4-aminosalicylic acid
Q12204,viomycin,,,tuberculosis,fever,infectious disease,4-aminosalicylic acid
Q12204,viomycin,,,tuberculosis,night sweats,infectious disease,4-aminosalicylic acid
Q12204,viomycin,,,tuberculosis,hemoptysis,infectious disease,4-aminosalicylic acid
Q12204,viomycin,,,tuberculosis,chest pain,infectious disease,4-aminosalicylic acid
Q12204,viomycin,,,tuberculosis,weight loss,infectious disease,4-aminosalicylic acid
Q12204,viomycin,,,tuberculosis,chills,infectious disease,4-aminosalicylic acid
Q12204,viomycin,,,tuberculosis,fatigue,infectious disease,4-aminosalicylic acid
Q12204,4-aminosalicylic acid,,,tuberculosis,cough,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,4-aminosalicylic acid,,,tuberculosis,fever,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,4-aminosalicylic acid,,,tuberculosis,night sweats,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,4-aminosalicylic acid,,,tuberculosis,hemoptysis,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,4-aminosalicylic acid,,,tuberculosis,chest pain,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,4-aminosalicylic acid,,,tuberculosis,weight loss,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,4-aminosalicylic acid,,,tuberculosis,chills,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,4-aminosalicylic acid,,,tuberculosis,fatigue,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethambutol,,,tuberculosis,cough,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethambutol,,,tuberculosis,fever,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethambutol,,,tuberculosis,night sweats,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethambutol,,,tuberculosis,hemoptysis,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethambutol,,,tuberculosis,chest pain,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethambutol,,,tuberculosis,weight loss,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethambutol,,,tuberculosis,chills,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethambutol,,,tuberculosis,fatigue,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethionamide,,,tuberculosis,cough,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethionamide,,,tuberculosis,fever,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethionamide,,,tuberculosis,night sweats,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethionamide,,,tuberculosis,hemoptysis,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethionamide,,,tuberculosis,chest pain,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethionamide,,,tuberculosis,weight loss,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethionamide,,,tuberculosis,chills,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethionamide,,,tuberculosis,fatigue,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,capreomycin,,,tuberculosis,cough,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,capreomycin,,,tuberculosis,fever,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,capreomycin,,,tuberculosis,night sweats,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,capreomycin,,,tuberculosis,hemoptysis,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,capreomycin,,,tuberculosis,chest pain,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,capreomycin,,,tuberculosis,weight loss,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,capreomycin,,,tuberculosis,chills,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,capreomycin,,,tuberculosis,fatigue,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,pyrazinamide,,,tuberculosis,cough,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,pyrazinamide,,,tuberculosis,fever,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,pyrazinamide,,,tuberculosis,night sweats,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,pyrazinamide,,,tuberculosis,hemoptysis,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,pyrazinamide,,,tuberculosis,chest pain,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,pyrazinamide,,,tuberculosis,weight loss,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,pyrazinamide,,,tuberculosis,chills,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,pyrazinamide,,,tuberculosis,fatigue,primary bacterial infectious disease,4-aminosalicylic acid
Q12204,ethambutol,,,tuberculosis,chest pain,infectious disease,ethambutol
Q12204,ethambutol,,,tuberculosis,weight loss,infectious disease,ethambutol
Q12204,ethambutol,,,tuberculosis,chills,infectious disease,ethambutol
Q12204,ethambutol,,,tuberculosis,fatigue,infectious disease,ethambutol
Q12204,ethionamide,,,tuberculosis,cough,infectious disease,ethambutol
Q12204,ethionamide,,,tuberculosis,fever,infectious disease,ethambutol
Q12204,ethionamide,,,tuberculosis,night sweats,infectious disease,ethambutol
Q12204,ethionamide,,,tuberculosis,hemoptysis,infectious disease,ethambutol
Q12204,ethionamide,,,tuberculosis,chest pain,infectious disease,ethambutol
Q12204,ethionamide,,,tuberculosis,weight loss,infectious disease,ethambutol
Q12204,ethionamide,,,tuberculosis,chills,infectious disease,ethambutol
Q12204,ethionamide,,,tuberculosis,fatigue,infectious disease,ethambutol
Q12204,capreomycin,,,tuberculosis,cough,infectious disease,ethambutol
Q12204,capreomycin,,,tuberculosis,fever,infectious disease,ethambutol
Q12204,capreomycin,,,tuberculosis,night sweats,infectious disease,ethambutol
Q12204,capreomycin,,,tuberculosis,hemoptysis,infectious disease,ethambutol
Q12204,capreomycin,,,tuberculosis,chest pain,infectious disease,ethambutol
Q12204,capreomycin,,,tuberculosis,weight loss,infectious disease,ethambutol
Q12204,capreomycin,,,tuberculosis,chills,infectious disease,ethambutol
Q12204,capreomycin,,,tuberculosis,fatigue,infectious disease,ethambutol
Q12204,pyrazinamide,,,tuberculosis,cough,infectious disease,ethambutol
Q12204,pyrazinamide,,,tuberculosis,fever,infectious disease,ethambutol
Q12204,pyrazinamide,,,tuberculosis,night sweats,infectious disease,ethambutol
Q12204,pyrazinamide,,,tuberculosis,hemoptysis,infectious disease,ethambutol
Q12204,pyrazinamide,,,tuberculosis,chest pain,infectious disease,ethambutol
Q12204,pyrazinamide,,,tuberculosis,weight loss,infectious disease,ethambutol
Q181923,pemoline,,,attention deficit hyperactivity disorder,executive disfunction,disease,dexmethylphenidate
Q181923,pemoline,,,attention deficit hyperactivity disorder,distractibility,disease,dexmethylphenidate
Q181923,pemoline,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,disease,dexmethylphenidate
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,impulsivity,disease,dexmethylphenidate
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,hyperfocus,disease,dexmethylphenidate
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,emotional dysregulation,disease,dexmethylphenidate
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,executive disfunction,disease,dexmethylphenidate
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,distractibility,disease,dexmethylphenidate
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,disease,dexmethylphenidate
Q181923,desipramine,,,attention deficit hyperactivity disorder,impulsivity,disease,dexmethylphenidate
Q181923,desipramine,,,attention deficit hyperactivity disorder,hyperfocus,disease,dexmethylphenidate
Q181923,desipramine,,,attention deficit hyperactivity disorder,emotional dysregulation,disease,dexmethylphenidate
Q181923,desipramine,,,attention deficit hyperactivity disorder,executive disfunction,disease,dexmethylphenidate
Q181923,desipramine,,,attention deficit hyperactivity disorder,distractibility,disease,dexmethylphenidate
Q181923,desipramine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,disease,dexmethylphenidate
Q181923,bupropion,,,attention deficit hyperactivity disorder,impulsivity,disease,dexmethylphenidate
Q181923,bupropion,,,attention deficit hyperactivity disorder,hyperfocus,disease,dexmethylphenidate
Q181923,bupropion,,,attention deficit hyperactivity disorder,emotional dysregulation,disease,dexmethylphenidate
Q181923,bupropion,,,attention deficit hyperactivity disorder,executive disfunction,disease,dexmethylphenidate
Q181923,bupropion,,,attention deficit hyperactivity disorder,distractibility,disease,dexmethylphenidate
Q181923,bupropion,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,disease,dexmethylphenidate
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,impulsivity,disease,dexmethylphenidate
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,hyperfocus,disease,dexmethylphenidate
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,emotional dysregulation,disease,dexmethylphenidate
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,executive disfunction,disease,dexmethylphenidate
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,distractibility,disease,dexmethylphenidate
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,disease,dexmethylphenidate
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,impulsivity,disease,dexmethylphenidate
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,hyperfocus,disease,dexmethylphenidate
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,emotional dysregulation,disease,dexmethylphenidate
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,executive disfunction,disease,dexmethylphenidate
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,distractibility,disease,dexmethylphenidate
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,disease,dexmethylphenidate
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,impulsivity,disease,dexmethylphenidate
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,hyperfocus,disease,dexmethylphenidate
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,emotional dysregulation,disease,dexmethylphenidate
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,executive disfunction,disease,dexmethylphenidate
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,distractibility,disease,dexmethylphenidate
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,disease,dexmethylphenidate
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,impulsivity,disease,dexmethylphenidate
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,hyperfocus,disease,dexmethylphenidate
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,emotional dysregulation,disease,dexmethylphenidate
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,executive disfunction,disease,dexmethylphenidate
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,distractibility,disease,dexmethylphenidate
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,disease,dexmethylphenidate
Q181923,guanfacine,,,attention deficit hyperactivity disorder,impulsivity,disease,dexmethylphenidate
Q181923,guanfacine,,,attention deficit hyperactivity disorder,hyperfocus,disease,dexmethylphenidate
Q181923,guanfacine,,,attention deficit hyperactivity disorder,emotional dysregulation,disease,dexmethylphenidate
Q181923,guanfacine,,,attention deficit hyperactivity disorder,executive disfunction,disease,dexmethylphenidate
Q181923,guanfacine,,,attention deficit hyperactivity disorder,distractibility,disease,dexmethylphenidate
Q181923,guanfacine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,disease,dexmethylphenidate
Q181923,lisdexamfetamine,,,attention deficit hyperactivity disorder,impulsivity,disease,dexmethylphenidate
Q181923,lisdexamfetamine,,,attention deficit hyperactivity disorder,hyperfocus,disease,dexmethylphenidate
Q181923,lisdexamfetamine,,,attention deficit hyperactivity disorder,emotional dysregulation,disease,dexmethylphenidate
Q181923,lisdexamfetamine,,,attention deficit hyperactivity disorder,executive disfunction,disease,dexmethylphenidate
Q181923,lisdexamfetamine,,,attention deficit hyperactivity disorder,distractibility,disease,dexmethylphenidate
Q181923,lisdexamfetamine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,disease,dexmethylphenidate
Q181923,pemoline,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,dexmethylphenidate
Q181923,pemoline,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,dexmethylphenidate
Q181923,pemoline,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,dexmethylphenidate
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,dexmethylphenidate
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,dexmethylphenidate
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,dexmethylphenidate
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,dexmethylphenidate
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,dexmethylphenidate
Q181923,methylphenidate,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,dexmethylphenidate
Q181923,desipramine,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,dexmethylphenidate
Q181923,desipramine,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,dexmethylphenidate
Q181923,desipramine,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,dexmethylphenidate
Q181923,desipramine,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,dexmethylphenidate
Q181923,desipramine,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,dexmethylphenidate
Q181923,desipramine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,dexmethylphenidate
Q181923,bupropion,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,dexmethylphenidate
Q181923,bupropion,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,dexmethylphenidate
Q181923,bupropion,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,dexmethylphenidate
Q181923,bupropion,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,dexmethylphenidate
Q181923,bupropion,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,dexmethylphenidate
Q181923,bupropion,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,dexmethylphenidate
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,dexmethylphenidate
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,dexmethylphenidate
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,dexmethylphenidate
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,dexmethylphenidate
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,dexmethylphenidate
Q181923,venlafaxine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,dexmethylphenidate
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,dexmethylphenidate
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,dexmethylphenidate
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,dexmethylphenidate
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,dexmethylphenidate
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,dexmethylphenidate
Q181923,dexmethylphenidate,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,dexmethylphenidate
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,dexmethylphenidate
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,dexmethylphenidate
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,dexmethylphenidate
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,dexmethylphenidate
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,distractibility,neurodevelopmental disorder,dexmethylphenidate
Q181923,dextroamphetamine,,,attention deficit hyperactivity disorder,rejection sensitive dysphoria,neurodevelopmental disorder,dexmethylphenidate
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,impulsivity,neurodevelopmental disorder,dexmethylphenidate
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,hyperfocus,neurodevelopmental disorder,dexmethylphenidate
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,emotional dysregulation,neurodevelopmental disorder,dexmethylphenidate
Q181923,(R)-amphetamine,,,attention deficit hyperactivity disorder,executive disfunction,neurodevelopmental disorder,dexmethylphenidate
Q12204,pyrazinamide,,,tuberculosis,chills,infectious disease,ethambutol
Q12204,pyrazinamide,,,tuberculosis,fatigue,infectious disease,ethambutol
Q12204,cycloserine,,,tuberculosis,cough,infectious disease,ethambutol
Q12204,cycloserine,,,tuberculosis,fever,infectious disease,ethambutol
Q12204,cycloserine,,,tuberculosis,night sweats,infectious disease,ethambutol
Q12204,cycloserine,,,tuberculosis,hemoptysis,infectious disease,ethambutol
Q12204,cycloserine,,,tuberculosis,chest pain,infectious disease,ethambutol
Q12204,cycloserine,,,tuberculosis,weight loss,infectious disease,ethambutol
Q12204,cycloserine,,,tuberculosis,chills,infectious disease,ethambutol
Q12204,cycloserine,,,tuberculosis,fatigue,infectious disease,ethambutol
Q12204,rifampicin,,,tuberculosis,cough,infectious disease,ethambutol
Q12204,rifampicin,,,tuberculosis,fever,infectious disease,ethambutol
Q12204,rifampicin,,,tuberculosis,night sweats,infectious disease,ethambutol
Q12204,rifampicin,,,tuberculosis,hemoptysis,infectious disease,ethambutol
Q12204,rifampicin,,,tuberculosis,chest pain,infectious disease,ethambutol
Q12204,rifampicin,,,tuberculosis,weight loss,infectious disease,ethambutol
Q12204,rifampicin,,,tuberculosis,chills,infectious disease,ethambutol
Q12204,rifampicin,,,tuberculosis,fatigue,infectious disease,ethambutol
Q12204,isoniazid,,,tuberculosis,cough,infectious disease,ethambutol
Q12204,isoniazid,,,tuberculosis,fever,infectious disease,ethambutol
Q12204,isoniazid,,,tuberculosis,night sweats,infectious disease,ethambutol
Q12204,isoniazid,,,tuberculosis,hemoptysis,infectious disease,ethambutol
Q12204,isoniazid,,,tuberculosis,chest pain,infectious disease,ethambutol
Q12204,isoniazid,,,tuberculosis,weight loss,infectious disease,ethambutol
Q12204,isoniazid,,,tuberculosis,chills,infectious disease,ethambutol
Q12204,isoniazid,,,tuberculosis,fatigue,infectious disease,ethambutol
Q12204,viomycin,,,tuberculosis,cough,infectious disease,ethambutol
Q12204,viomycin,,,tuberculosis,fever,infectious disease,ethambutol
